# 2023/12/04 - 15:38 | PDB: 48.23 | UniProt: 2024.01
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
7n09	A	F1L0H2	8097732	8097731
6won	G	Q8ZNM5	8100310	8100309
3lt4	B	Q9BJJ9	8100452	8100451
7anh	A	A0A5T1PRU5	8101307	8101306
6vsp	A	H9XP47	8102098	8102097
6yc8	A	A0A0H4SN47	8102289	8102288
1ekx	A	P0A786	8032836	8020456
1dxh	A	P08308	8032909	8020529
1dxh	A	P08308	8032911	8020531
1fb5	A	P84010	8035722	8023342
1pvv	A	Q51742	8039212	8026833
1js1	X	Q8A1E9	8039983	8027604
3e7m	B	P29477	8040971	8028592
1mjt	A	P0A004	8043636	8031258
5uo7	B	P29475	8079787	8079786
2jhf	A	P00327	8000814	8000813
1f8f	A	Q59096	8057516	8057514
1e3i	A	Q9QYY9	8057528	8057526
1a5z	A	P16115	8057296	8057295
1llc	A	P00343	8057324	8057323
2x0j	A	O08349	8057330	8057329
1vjt	A	Q9WZL1	8057354	8057353
4lmr	A	Q81EP4	8059690	8059689
3d0o	A	Q5HJD7	8059692	8059691
1oc4	A	Q7SI97	8059752	8059751
6aoo	A	P44427	8059760	8059759
4h7p	B	Q4Q7X6	8076634	8076633
1iut	A	P20586	8001363	8001362
1ryi	A	O31616	8057735	8057734
5eqf	B	Q6NER4	8080624	8080623
7cjr	A	A0A0D1DAV4	8103733	8103732
7f2h	A	A0A2K7STF1	8107068	8107067
2jmu	A	Q8JZL3	8034698	8022318
1d8i	A	O13297	8035719	8023339
1e1t	A	P0A8N5	8035899	8023519
1c0a	A	P21889	8035966	8023586
3bfm	A	Q1GJN9	8050161	8046340
2amc	A	P27001	8101535	8101534
2a2f	X	Q9VDE6	8052688	8045336
3k8p	C	Q6CUS2	8052691	8047197
1o57	A	P37551	8002994	8002993
1a95	B	P0A9M5	8032217	8019837
1fsg	A	Q26997	8032220	8019840
1bzy	A	P00492	8032231	8019851
1u9y	A	Q58761	8032889	8020505
1v9s	B	Q72J35	8033076	8020696
1lh0	A	P08870	8041295	8028916
3ohp	A	Q9KUD7	8064560	8064559
4qri	A	Q72LV5	8064576	8064575
4z1o	A	D0KMY9	8065686	8065685
5y4a	A	Q66DQ2	8067527	8067526
5e38	A	P9WFF3	8083051	8083050
3dez	B	Q8DTV2	8088434	8088433
7cmj	A	E9BF84	8103917	8103916
1jbq	A	P35520	8034316	8021936
1p5j	A	P20132	8038044	8025665
3t4p	A	G1C2I2	8074207	8074206
6ahi	A	P56067	8074219	8074218
2dh5	A	P0A879	8074357	8074356
2zsj	A	O66740	8083592	8083591
6nmx	A	A8HUA2	8097182	8097181
4qys	B	Q97TX6	8100426	8100425
3c9a	A	Q00805	8103603	8046694
3c9a	A	Q00805	8103604	8046694
4nn0	B	Q9BXJ0	8070846	8070845
3jtm	A	Q9S7E4	8080189	8080188
2dbq	A	O58320	8080413	8080412
3baz	A	Q65CJ7	8080415	8080414
4dgs	A	Q931A1	8087703	8087702
6d4c	B	A0A0A1EQY0	8096132	8096131
5vg6	I	A7IIH0	8097156	8097155
3evt	A	F9URQ7	8097786	8097785
2j6i	B	O13437	8098102	8098101
6t8y	DDD	G0SGU4	8101433	8101432
2qqm	A	O14786	8036298	8023919
1spp	B	P35496	8041254	8028875
1kyq	B	P15807	8001034	8001033
1pjq	B	P25924	8057834	8001039
1c1d	A	Q59771	8001082	8001081
1bgv	A	P24295	8056050	8056049
1b26	A	P96110	8056060	8056059
1edz	A	Q02046	8056183	8056182
5ijz	A	P31026	8067029	8067028
5dzs	A	Q187E7	8074736	8074735
7f79	C	A0A1D8PMH8	8104425	8104424
1b74	A	P56868	8032970	8020590
1jay	A	O29370	8001098	8001097
1f0y	A	Q16836	8001136	8001135
1i36	A	O27779	8001149	8001148
1bg6	A	Q44297	8001164	8001163
3qsg	A	C8WX00	8063612	8063611
2raf	A	F9URQ8	8063880	8063879
6jx2	B	Q57179	8094142	8094141
2nu7	A	P0AGE9	8017583	8001209
3grs	A	P00390	8001320	8001316
1fcd	A	Q06530	8001476	8001473
2gvc	A	Q9HFE4	8057762	8057761
5j60	C	Q7NMP6	8075443	8075442
2x9o	A	Q02189	8053219	8047763
3i94	A	Q55891	8053221	8047760
5eo6	B	A0A0D5YE19	8076807	8076806
3cp8	A	Q8KA85	8092225	8049417
4gc9	A	Q8JZM0	8090718	8090717
4uer	M	A0A0J9X215	8096258	8096257
5myj	AM	A2RNM9	8097064	8097063
5xxu	S	B9PMB3	8097342	8097341
4v6o	AP	P0A7S9	8098358	8098357
5tga	c8	P0CX55	8098450	8098449
6eri	BM	P82163	8098944	8098943
6fxc	Am	Q2YYM0	8099350	8099349
6th6	Ap	Q5JJF1	8099660	8099659
3j7r	SS	P62272	8101557	8101556
7ls2	A3	P62270	8105808	8105807
7r81	T2	Q7RXX0	8105892	8105891
7qgu	r	A0A063X7B3	8106724	8106723
5lj8	A	P75831	8106452	8084630
1jnr	A	O28603	8056070	8056069
5glg	A	P21375	8098570	8098569
5e8v	A	P37173	8080457	8080456
4btk	A	Q5TCY1	8080855	8080854
6ncg	B	Q86Y07	8080859	8080858
4ow8	A	P9WI83	8083902	8083901
3kmw	A	Q13418	8084189	8084188
5ce3	B	Q93KQ6	8089932	8089931
4nt4	A	Q86NK8	8090101	8047700
2yle	A	Q08AE8	8091280	8045650
6p5m	A	O75116	8098222	8098221
5iu2	B	P41279	8098680	8098679
2wtk	B	Q7RTN6	8100008	8100007
4i93	A	Q9FHD7	8100488	8100487
5xd6	B	Q9LUT0	8100580	8100579
6m0u	A	E6YC17	8102667	8102666
2jna	A	Q7CR88	8034702	8022322
1u5s	B	P48059	8032813	8020433
1x3h	A	O60711	8033582	8021202
1x61	A	Q15654	8033625	8021245
1x62	A	O00151	8033626	8021246
1x64	A	O70209	8033630	8021250
1y0j	A	P17679	8033981	8021601
1hcq	A	P03372	8039039	8026660
1xpa	A	P23025	8039080	8026701
1vdd	A	Q9ZNA2	8041284	8028905
4v3p	SN	Q5I7K3	8052575	8047576
3j7p	Sd	Q6QAP6	8052596	8047590
4v8m	AR	Q385B8	8053133	8048782
3jbp	3	O96258	8053146	8048840
1q3b	A	P50465	8056356	8056353
1pjj	A	P42371	8056369	8056366
5xxu	V	A0A125YS47	8059207	8059206
5myj	AN	A2RNP2	8059258	8059257
5cc1	A	P04150	8068336	8068335
4tnt	A	P08235	8068342	8068341
2c7a	B	P06401	8068346	8068345
6bse	B	P79269	8068348	8068347
3cbb	B	P41235	8068350	8068349
3m9e	A	P18113	8068354	8068353
2j87	A	O57203	8089747	8089745
5xxu	d	A0A0F7UYM7	8096186	8096185
6yss	n	I2X5X6	8097938	8097937
6xyw	Bm	Q9SMX4	8100656	8100655
7jil	s	A0A1B2U0Q7	8101922	8101921
6zvk	D3	A0A1Z5KTU7	8101986	8101985
7osa	eS21	A0A6L1BDN3	8105648	8105647
7r81	W2	O93798	8105770	8105769
7olc	SV	G0SI21	8106206	8106205
7kgb	n	P9WH57	8106264	8106263
7old	Sd	Q2HB68	8106284	8106283
7otc	n	A0A140N7K8	8107446	8107445
7pnt	K	Q9CR88	8107816	8107815
3bq1	A	Q4JB80	8055759	8027066
1p92	A	P0DJL7	8003186	8003183
5jxd	A	Q921Z5	8105546	8085948
1gdt	A	P03012	8003596	8003595
1opj	A	P00520	8034200	8021820
1uwh	A	P15056	8035244	8022864
2pul	A	O31663	8036085	8023705
1a06	A	Q63450	8036618	8024239
1phk	A	P00518	8036619	8024240
1cm8	A	P53778	8036631	8024252
2erk	A	P63086	8036640	8024261
1csn	A	P40233	8036649	8024270
1fgk	A	P11362	8036668	8024289
6cn9	A	Q9JIH7	8039968	8027589
1rdq	E	P05132	8040503	8028124
1ukh	A	P45983	8040900	8028521
1s9j	A	Q02750	8042320	8029941
1unl	A	Q00535	8042884	8030505
2oza	A	P49137	8043734	8031356
3jr1	B	Q0I3M3	8054244	8045072
6bx6	A	P54646	8062360	8062359
2jc6	A	Q8IU85	8062374	8062373
5hu3	A	Q00168	8062394	8062393
3ubd	A	P18654	8062416	8062415
4x7q	B	Q9P1W9	8062462	8062461
3hko	A	Q5CZ29	8062464	8062463
4nzw	B	O00506	8062555	8062554
3com	B	Q13043	8062559	8062558
2pk9	C	P17157	8062583	8062582
3gbz	A	A8BZ95	8062591	8062590
2i0e	A	P05771	8067251	8067250
5n3f	A	P25321	8067255	8067254
2qnj	A	P27448	8069147	8069146
1y8g	B	O08679	8069151	8069150
2j0m	B	Q00944	8069197	8069196
4asz	A	Q16620	8069227	8069226
5fdx	A	Q08345	8069237	8069236
5hvj	A	P53667	8069271	8069270
4tpt	B	P53671	8069275	8069274
2qkw	B	Q40234	8077661	8077660
4qny	A	E9BQ78	8079595	8079594
4lfi	A	P15790	8079611	8079610
2fyy	A	O19626	8054583	8054582
2hjk	A	Q9MYI6	8054589	8054588
1wbx	A	P01899	8054613	8054612
1qo3	A	P01900	8054617	8054616
1mhc	A	Q31093	8054619	8054618
1kjv	A	Q95565	8054633	8054632
1de4	A	Q30201	8054637	8054636
1exu	A	P55899	8054653	8054652
1k8i	A	P28078	8054669	8054668
1vca	A	P19320	8054753	8054752
1iam	A	P05362	8054755	8054754
1zxq	A	P13598	8054757	8054756
1koa	A	Q23551	8054775	8054774
1gl4	B	Q05793	8054797	8054796
1f97	A	O88792	8054799	8054798
1fnl	A	O75015	8054821	8054820
1f2q	A	P12319	8054823	8054822
3d85	D	P29460	8054841	8054840
1xau	A	Q7TSA3	8054847	8054846
1gsm	A	Q13477	8055558	8055557
1ry7	B	P22607	8055568	8055567
1bih	A	P25033	8055572	8055571
1fnl	A	O75015	8055588	8055587
1ugn	A	Q8NHL6	8055614	8055613
4nob	A	O70570	8068374	8068373
2n7a	A	Q9NYZ4	8089584	8089583
1zvs	A	1ZVS_A	8091365	8091364
1kxv	C	1KXV_C	8091531	8091530
1dcl	A	1DCL_A	8091547	8091546
4i9x	B	Q6RJQ3	8092888	8046106
6vsj	F	Q3LFS9	8094244	8094243
6avz	A	P40198	8098664	8098663
4whc	B	P40199	8098666	8098665
6luo	A	F4ZE04	8103100	8103099
7cpo	B	H9GBW4	8103334	8103333
3pqy	J	A0A0G2LB96	8106010	8106009
7rym	D	A0A1B0GX56	8107470	8107469
2pkh	A	Q87UX0	8035786	8023406
2ra5	A	Q9RKT6	8036743	8024364
3ddv	A	Q835P8	8040677	8028298
3f8l	B	A0QQ72	8059029	8059028
6gqa	C	Q8DR57	8103713	8083057
3q9d	B	Q9Z7A3	8103717	8046973
1pjj	A	P42371	8056367	8056366
1m7w	A	P22449	8032745	8020365
1n46	A	P10828	8033026	8020646
1nrl	A	O75469	8036943	8024564
1pzl	A	P41235	8038367	8025988
1hg4	A	P20153	8038754	8026375
2zxc	A	Q9I596	8053793	8046379
1f1s	A	Q53591	8054901	8054900
1cxl	A	P43379	8054905	8054904
1ji1	A	Q60053	8054925	8054924
1wzl	A	Q08751	8054927	8054926
1pjw	A	Q9J0X3	8054985	8054984
1ztx	E	Q91KZ4	8054987	8054986
1xwv	A	Q00855	8055009	8055008
1ds6	B	P52566	8055015	8055014
2c9q	A	P12376	8055055	8055054
1m42	A	Q4ZWC7	8055057	8055056
1ix2	A	Q47454	8055059	8055058
2omz	A	P0DJM0	8055067	8055066
1m9s	A	P0DQD2	8055069	8055068
5j72	A	Q183L9	8056037	8056036
5l2v	A	A0A0H3GIZ6	8067732	8067731
5uiz	A	Q47QG3	8067746	8067745
3irc	A	Q9J7C6	8073036	8073035
4x42	B	P09866	8073048	8073047
3vtt	A	P27915	8073056	8073055
4ala	C	Q7TGD1	8073058	8073057
4ak1	A	Q89YS0	8090307	8045348
4ak1	A	Q89YS0	8090309	8045348
3poh	A	Q8A0N4	8090518	8050954
3gm8	A	A6KXE5	8090585	8090584
4cuc	A	A0A0H2UP19	8090618	8090617
6d1p	B	A0A078SSU5	8090649	8090648
2fhf	A	2FHF_A	8091361	8091360
2fhf	A	2FHF_A	8091363	8091362
4uwq	E	Q72IS6	8091812	8048827
2lfe	A	Q9P2P5	8092073	8045777
4dix	A	O48791	8092648	8046017
6nfq	A	C3JYL7	8094178	8094177
6jep	E	A0A2Z2ESG6	8095055	8095054
6t5z	C	Q7N4I5	8095309	8095308
6j5f	A	A0A096YGU7	8096118	8096117
4oy6	A	Q9RJC1	8100632	8100631
6dht	A	A7LXT3	8101112	8101111
7kyl	E	E2I7G7	8102919	8102918
3mop	K	O43187	8084421	8084420
3mop	A	Q99836	8084423	8084422
2q6q	A	P36094	8103701	8046608
1ac6	A	Q5R1F5	8054425	8054424
2ij0	C	A0A5B4	8054453	8054452
2rcj	A	2RCJ_A	8054455	8054454
1py9	A	Q61885	8054473	8054472
1nez	G	P01731	8054489	8054488
3bp5	A	Q02242	8054515	8054514
2voz	B	Q55835	8059577	8059576
3tql	A	Q83E49	8071120	8071119
4kpt	A	Q9CES5	8071126	8071125
3i6v	A	Q5LTV6	8071134	8071133
2q2a	A	D0VWX8	8071158	8071157
2gha	B	Q9X0T1	8076121	8076120
5isu	A	Q8YAJ0	8078966	8078965
4gl8	A	H7C7K8	8080251	8080250
2h5y	B	Q8PHA1	8080510	8080509
4ddd	A	Q2GGH8	8083584	8083583
4wxj	B	Q9VMP3	8100698	8100697
6wh0	A	C3SHQ8	8103312	8103311
3lsx	A	Q9Z2W9	8106346	8106345
1zyb	A	Q89ZS6	8017704	8002757
2gau	A	Q7MAW7	8017732	8002753
1r79	A	Q16760	8040417	8028038
2db6	A	Q96MF2	8071812	8071811
3ky9	B	P15498	8091661	8018854
3e1r	A	Q53EZ4	8104092	8047311
4v4e	M	P80563	8041464	8029085
6sdr	A	Q72EJ1	8099886	8099885
5j4a	B	H9T8G7	8104095	8104094
1rkt	A	O31560	8056406	8056404
1zk8	A	Q815X4	8056431	8056429
4me9	A	Q736B0	8090090	8045313
3ppb	A	A3QHM2	8090091	8059587
4ac6	A	Q8NQ97	8090094	8059589
3bhq	A	Q98D70	8090118	8049762
3bru	A	Q3J6K8	8090134	8046349
3on4	A	Q5ZU41	8090143	8082917
2wui	A	Q9RG61	8090172	8050806
3lhq	A	Q7CR15	8090174	8050807
3s5r	B	Q2LS68	8090214	8085285
1pmh	X	P77847	8038187	8025808
1sdd	B	Q28107	8039355	8026976
1xnx	A	O35627	8044077	8031699
3uvv	A	P04625	8064792	8064791
3mne	A	P06537	8068509	8068508
3cjw	A	P24468	8071632	8071631
1x87	B	Q5L084	8058588	8058587
2fkn	B	P25503	8079165	8079164
1g8m	A	P31335	8032683	8020303
1wo8	A	Q5SHD6	8033176	8020796
2ike	A	Q8I917	8104049	8047132
1ga8	A	Q93EK7	8032419	8020039
1e5k	A	P32173	8032464	8020084
1w77	A	P69834	8032918	8020538
1h7e	A	P42216	8032988	8020608
2cu2	A	Q5SHI0	8033694	8021314
1iin	A	P26393	8033990	8021610
1vh1	A	P04951	8035764	8023384
1h7q	A	P39621	8036340	8023961
2vk9	A	Q46149	8037535	8025156
2bo4	A	Q9RFR0	8038402	8026023
1jv1	A	Q16222	8039997	8027618
1nmm	B	P08037	8043892	8031514
6oq7	A	Q9EXR0	8103504	8103503
2cqn	A	O75400	8039218	8026839
1nkq	A	P53889	8037941	8025562
4maq	B	B4EKU2	8081965	8081964
6sbi	D	Q8R0F8	8094403	8094402
2o9c	A	Q9RZA4	8035039	8022659
4dmz	A	A0A0H2ZD98	8053754	8048830
5w10	A	Q72MQ6	8099916	8099915
6ozb	C	Q8YTL8	8100304	8100303
2mu4	A	Q5NF33	8104067	8047209
2jfg	A	P14900	8058462	8058461
1nnf	A	P35755	8033464	8021084
1i6a	A	P0ACQ4	8033682	8021302
1y3n	A	Q9KWT6	8034075	8021695
2ons	A	O30142	8035165	8022785
2ozz	A	A0A0H2V277	8035288	8022908
1h3d	A	P60757	8035817	8023437
1zlq	A	P33590	8035860	8023480
1mqi	A	P19491	8036483	8024104
1pc3	A	P9WGU1	8038078	8025699
1si0	A	Q9Z4N6	8039467	8027088
1us5	A	P83817	8041994	8029615
1xs5	A	O07950	8044151	8031773
1xvy	A	P21408	8044182	8031804
4k3f	A	Q9HT68	8058946	8058945
3gxa	A	Q7BMQ8	8058948	8058947
3o6o	B	Q389P1	8070960	8070959
4kqv	B	A0A0J9WZF0	8078307	8078306
3cgy	A	P0DM80	8078954	8078953
6y8l	A	G7CIP8	8096320	8096319
6m1s	B	Q9I7C2	8100542	8100541
1azw	A	P52279	8032510	8020130
2h1i	A	Q81AD5	8034140	8021760
2jbw	A	Q93NG6	8034660	8022280
2b20	A	A0A0H2VTI6	8037537	8025158
1imj	A	Q96IU4	8039599	8027220
1k4y	A	P12337	8040053	8027674
1isp	A	P37957	8042466	8030087
1mtz	A	P96084	8043792	8031414
5iq3	A	Q4TZQ3	8061767	8061766
3g7n	A	Q7LST4	8064916	8064915
5ah0	A	A0A0A0YMQ9	8066479	8066478
2hih	A	P04635	8066483	8066482
3i1i	A	A0A6L7HCR9	8080766	8080765
3gro	A	P50897	8081300	8081299
4geg	B	P37355	8088911	8088910
6scd	A	A0A1H6AD45	8095315	8095314
6cl4	A	G1APT8	8095517	8095516
6syl	B	A0A2K8JN75	8102311	8102310
7kdv	L	P16675	8102687	8102686
1d4x	A	P0DM41	8032459	8020079
1d4x	A	P0DM41	8032462	8020079
1u6z	A	P0AFL6	8032857	8020476
2e8a	A	P0DMV8	8033886	8021504
1v4s	A	P35557	8035413	8023033
1zbs	A	Q7MVG4	8035548	8023168
1k8k	B	A7MB62	8037893	8025514
2bh1	A	P45782	8038055	8025679
2ch5	A	Q9UJ70	8038865	8026486
2d0o	A	O68195	8039454	8027075
2f9w	A	Q9HWC1	8040704	8028326
2f9w	A	Q9HWC1	8040705	8028326
1tg7	A	Q700S9	8042470	8030091
2i74	A	Q9JI78	8042579	8030200
1l7l	A	Q05097	8042929	8030550
5by3	A	Q8A3J6	8053407	8053406
4c91	A	A7M022	8053414	8053413
5fui	A	G0L2L9	8061821	8061820
5n6w	A	O15537	8069039	8069038
3gxu	A	P54764	8082070	8082069
3nru	A	Q15375	8082072	8082071
3le0	A	Q2PHL4	8086774	8086773
1wwy	A	O43396	8089200	8089199
2xvl	A	B3PBD9	8090417	8090416
3wno	A	P94286	8090475	8046448
4ypj	B	E5RWQ2	8090596	8090595
4knc	A	Q51372	8093024	8046203
2zz8	A	O34094	8105560	8047210
3frl	B	Q72SM7	8105562	8047212
2akl	A	Q9I704	8037131	8024752
3tee	A	P40131	8104105	8104104
1ofc	X	Q24368	8002286	8002285
1j8u	A	P00439	8039871	8027492
1nz0	A	Q9X1H4	8033750	8021370
1vi7	A	P27862	8035868	8023488
2vqe	I	P80374	8037678	8025299
1rhy	A	P0CO22	8040654	8028275
1uds	A	O67069	8041726	8029347
2pnm	A	A1XQR0	8053559	8049482
1z0e	C	O29883	8075403	8075402
5tcu	SH	Q2FW39	8082669	8082668
4v61	AI	P82278	8082673	8082672
4d5l	Q	G1SGX4	8082683	8082682
6q97	n	A0A029HJ91	8095205	8095204
7rr5	SQ	A0A6L0YQ58	8105624	8105623
7ls2	y2	P14131	8105786	8105785
7qiy	H	A0A3Q7GDB0	8107744	8107743
2okq	A	P0AAQ9	8035103	8022723
2cb2	A	P29082	8038618	8026239
1tr0	A	Q9AR79	8040409	8028030
1lq9	A	Q53908	8043081	8030702
3bxv	A	Q977W3	8079739	8079738
2qlw	A	Q7BSH1	8080024	8080023
1vdh	A	Q5SHL6	8090928	8028909
7bio	A	W8QLE0	8102517	8102516
3ho5	H	Q15465	8084197	8084196
6akv	A	H9NAL3	8097912	8097911
2c2a	A	Q9WZV7	8039118	8026739
1jrr	A	P05120	8034558	8022178
1qmn	A	P01011	8037303	8024924
1att	A	P41361	8037310	8024931
1sek	A	Q25526	8037330	8024951
1sng	A	Q47NK3	8042347	8029968
3f5n	A	Q99574	8070145	8070144
4c41	A	P08185	8070153	8070152
4kds	A	I3WWD7	8070155	8070154
1yxa	A	Q91WP6	8070161	8070160
3b9f	I	Q9N2I2	8070187	8070186
4dy7	F	P07093	8070197	8070196
3pzf	A	Q7QIJ8	8070207	8070206
1ltk	A	P27362	8032587	8020207
1v6s	A	P09403	8035524	8023144
6y3a	A	A5K6T9	8094411	8094410
6hxe	A	Q9RBS3	8095485	8095484
7la1	B	A0QHY4	8102639	8102638
2euc	A	O34626	8040179	8027800
2pld	A	P08487	8035692	8023312
1bg1	A	P42227	8035706	8023326
1r1q	A	O89100	8038702	8026323
1rpy	A	Q9Z200	8040826	8028447
5kaz	A	O14796	8064730	8064729
5w3r	A	Q9NRF2	8064756	8064755
2l6k	A	Q63HR2	8067982	8067981
2ekx	A	P51813	8067984	8067983
7r8w	A	O09039	8105407	8105406
3eye	A	Q8XAB8	8079278	8079277
1td6	A	P75455	8042456	8030077
2jxy	A	P39900	8073687	8073686
3jcu	o	P12359	8098488	8098487
2bbh	A	Q9WZ31	8037836	8025457
1rwu	A	P0A8J4	8042322	8029943
1vqo	M	P60618	8032636	8020256
1xn9	A	Q8PZ95	8044043	8031665
4v6u	BM	Q8U2F9	8082471	8082470
3jcs	M	E9BMB4	8082483	8082482
4wfa	Q	Q2FW08	8086046	8086045
6u48	CU	H4IXX7	8093562	8093561
6tmf	X	A0A218P0B9	8094585	8094584
3jbn	AY	Q8IE82	8095963	8045179
3j7q	N	A0A286ZL65	8096618	8096617
6wd8	t	B7L4K1	8097306	8097305
3j7o	X	F2Z522	8097756	8097755
1ijd	A	P35089	8036617	8024238
1jo5	A	P0C0Y1	8037253	8024874
1nkz	A	P26789	8043857	8031479
2awc	A	Q9REU3	8070509	8070508
5fnp	A	P69506	8091418	8091417
1j33	A	Q7SIC7	8042612	8030233
4hdm	B	F6MZ56	8084419	8084418
1htn	A	P05452	8039384	8027005
1yel	A	Q9FX77	8034320	8021940
1k62	A	P04424	8037834	8025455
1yfm	A	P08417	8038824	8026445
1dof	A	Q8ZY28	8038844	8026465
3nz4	A	Q6GZ04	8076841	8076840
1s5p	A	P75960	8041390	8029011
1s7g	A	O30124	8041444	8029065
1efp	A	P38974	8044244	8031866
4i5i	A	Q96EB6	8063730	8063729
1jpc	A	P30617	8043029	8030650
1b2p	A	Q9ZP49	8043037	8030658
4oit	A	A0QYH7	8079847	8079846
2hd3	A	P0AEJ9	8034191	8021811
2qti	A	Q8EF26	8036402	8024023
1zri	A	P08523	8036165	8023785
2agc	A	Q60648	8078099	8078098
1ofu	A	P47204	8034073	8021693
4cnl	A	A0A0H2UP31	8096200	8096199
1qu9	A	P0AF93	8035944	8023564
2cvl	A	Q5SM06	8039369	8026990
3mqw	A	C4LXT9	8059837	8059836
6izh	I	Q9KWS2	8059843	8059842
5t13	A	P0A3V4	8090337	8060229
7kgc	A	A2DAL5	8105381	8105380
1beo	A	P15570	8039068	8026689
2pos	A	D0VWX7	8077721	8077720
1hs7	A	Q12241	8033290	8020910
1ez3	A	P32851	8037582	8025203
5lg4	A	P39926	8080101	8080100
7mws	B	Q9N0J9	8104363	8104362
1uw6	A	P58154	8035210	8022830
1c76	A	P68802	8034545	8022165
1bui	C	P15240	8082961	8082960
2hvy	D	Q8U160	8033057	8020677
2bo1	A	P29160	8033560	8021180
4v5o	AU	Q22W26	8099234	8099233
7q0f	N	Q5ADQ6	8107674	8107673
2e5s	A	Q5VZF2	8051783	8050278
6vqi	G	Q5FVI6	8099588	8099587
7tmr	O	A0A6A5PTP1	8107120	8107119
1enf	A	P0A0M0	8034582	8022202
2z8l	A	Q9ZFS6	8038254	8025875
1v1o	A	Q9ZFS5	8041124	8028745
1ia5	A	O74213	8033806	8021426
5zku	F	B8HDZ1	8097332	8097331
1gwy	A	P07845	8044473	8032095
4yld	A	A0A0M3KL30	8084056	8084055
1r4k	A	Q32KD4	8040361	8027982
4f1n	A	A7TMA9	8053672	8053663
1k18	A	P09884	8032318	8019938
2ppw	B	A0A0H2UNJ8	8053336	8047533
3ono	A	Q87K18	8053337	8047534
6fxw	A	A4I3S4	8095423	8095422
1xqb	A	P44740	8044124	8031746
3okx	A	Q6NDF6	8054396	8054395
2nv4	A	O29998	8054398	8054397
2bsk	A	Q9Y5J7	8038513	8026134
2bsk	B	P62072	8038514	8026135
2o34	A	Q72D34	8034983	8022603
7qep	O9	Q8SQP8	8106599	8106598
7cpv	Ll	Q9CQD0	8106637	8106636
3shw	A	Q07157	8019122	8019121
1nf3	C	Q9JK83	8033262	8020882
1x6d	A	Q14005	8033638	8021258
1y7n	A	Q02410	8034157	8021777
1gm1	A	Q64512	8038737	8026358
1q3o	A	Q9WV48	8039618	8027239
1kef	A	P78352	8040199	8027820
2fne	A	O75970	8041168	8028789
1v62	A	Q9C0E4	8041182	8028803
1lcy	A	O43464	8041229	8028850
1qav	A	Q61234	8041737	8029358
1qau	A	P29476	8041738	8029359
1wf7	A	Q8CI51	8043484	8031106
2pnt	B	Q7Z6J2	8061509	8061508
2eeh	A	Q9H5P4	8062282	8062281
3sfj	A	O14907	8062296	8062295
2e7k	A	Q14168	8062505	8062504
2iwo	A	O75970	8084868	8084867
5gmi	A	Q99JX3	8092755	8092753
1urj	A	P04296	8042925	8030546
1z5h	A	O93655	8054080	8054079
2jn9	A	O31683	8034701	8022321
3brd	A	V6CLJ5	8039448	8027069
1rzl	A	Q0IQK9	8037619	8025240
1b1u	A	P01087	8037621	8025242
1psy	A	P01089	8039051	8026672
2alg	A	P81402	8073409	8073408
7ksb	B	P85204	8102431	8102430
1jff	A	P81947	8034383	8022003
1w5f	A	O08398	8043286	8030907
6trm	A	B6HMF2	8101373	8101372
1vfi	A	Q86BW2	8032387	8020007
2aho	B	Q97Z79	8037022	8024643
1q8k	A	P05198	8042150	8029771
2hqy	A	Q8A1H2	8034250	8021870
1bo4	A	Q53396	8036016	8023636
1fy7	A	Q08649	8036035	8023655
2bei	B	Q96F10	8037929	8025550
2g3a	A	Q7CXI0	8041630	8029251
1nbw	A	Q59474	8043746	8031368
1yuw	A	P19120	8044469	8032091
1dkg	D	P0A6Y8	8044475	8032097
1c0f	A	P07830	8044479	8032101
1cza	N	P19367	8044492	8032113
3vpz	A	H7CHS4	8074826	8074825
4cbx	A	Q4YU79	8082551	8082550
3zet	B	E8XBD7	8089298	8089297
4wq5	A	P05852	8089302	8089301
4zfv	A	B3VI55	8092402	8044728
2hoe	A	Q9X0V1	8092411	8003333
4wq5	A	P05852	8092429	8089301
3ttc	A	A0A0H3JHT3	8092444	8092443
3t69	A	Q92RN7	8102739	8046705
3r1x	C	A6TFZ6	8102740	8046704
2pnx	A	Q9UNL4	8035875	8023495
1wee	A	Q9C810	8043449	8031071
1wem	A	Q8C9B9	8043455	8031077
4o64	A	Q8NHM5	8053014	8046271
5yc3	A	Q9M2B4	8067570	8067569
2fui	A	Q12830	8067574	8067573
3t7l	A	Q7Z3T8	8080865	8080864
2kft	A	O43918	8084740	8084739
2md7	B	Q13342	8084744	8084743
5vab	A	I1N521	8084750	8084749
1gjr	A	P21890	8038679	8026300
1umk	A	P00387	8042879	8030500
1qfj	A	P0AEN1	8044190	8031812
2fok	B	P14870	8002914	8002913
1hh1	A	Q7LXU0	8033150	8020770
1iaw	A	P50187	8033822	8021442
1na6	B	P14633	8036734	8024355
1wdj	A	Q5SI60	8043432	8031054
2ewf	A	A3FEV7	8053982	8044988
3r3p	A	A7KV39	8092614	8045998
5k4c	A	K7IM66	8103698	8046851
2nu7	B	P0A836	8002631	8002630
2pbz	A	Q5JD28	8035523	8023143
1iow	A	P07862	8036516	8024137
2io9	B	P0AES0	8042818	8030439
3mwd	A	P53396	8053676	8053675
1vr8	A	Q9X1V7	8032698	8020318
2zfz	A	P9WPY9	8064286	8064285
5jvo	B	D9QA55	8064288	8064287
